Num of Nodes	BW	Num of Hops	Path	Execution Time (seconds)
6	25	10009	[12, 2, 3, 6, 10, 4, 7]	0.0031213760375976562
6	1	10	[1, 2, 3, 6, 10, 4]	0.0022182464599609375
6	5	10	[1, 2, 3, 6, 10, 4]	0.004858493804931641
6	10	12	[1, 2, 3, 6, 10, 4]	0.003187417984008789
6	15	12	[1, 2, 3, 6, 10, 4]	0.0017993450164794922
6	20	10007	[1, 2, 3, 6, 10, 4]	0.004488468170166016
6	25	10007	[1, 2, 3, 6, 10, 4]	0.0035200119018554688
6	1	19	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4]	0.00502324104309082
6	5	19	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4]	0.004441976547241211
6	10	2	[7, 4]	6.008148193359375e-05
6	15	21	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4]	0.0030488967895507812
6	20	10016	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4]	0.007773399353027344
6	25	10016	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4]	0.00806117057800293
6	1	2	[9, 5]	0.0020956993103027344
6	5	2	[9, 5]	0.0011408329010009766
6	10	2	[9, 5]	0.0007367134094238281
6	15	2	[9, 5]	0.0010380744934082031
6	20	2	[9, 5]	0.002605915069580078
6	25	2	[9, 5]	0.0016942024230957031
6	1	8	[3, 2, 1, 8, 5]	0.0033249855041503906
6	5	8	[3, 2, 1, 8, 5]	0.003962039947509766
6	10	10	[3, 2, 1, 8, 5]	0.0019307136535644531
6	15	10	[3, 2, 1, 8, 5]	0.0018618106842041016
6	20	10005	[3, 2, 1, 8, 5]	0.002627134323120117
6	25	20002	[3, 2, 1, 8, 5]	0.004129171371459961
6	1	2	[6, 3]	0.0008263587951660156
6	5	2	[6, 3]	0.0006463527679443359
6	10	2	[6, 3]	0.0008246898651123047
6	15	2	[6, 3]	0.0015873908996582031
6	20	2	[6, 3]	0.0017199516296386719
6	25	2	[6, 3]	0.00010895729064941406
6	1	17	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.003793001174926758
6	5	17	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.004628896713256836
6	10	19	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.004536867141723633
6	15	10016	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.005606651306152344
6	20	20011	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.005486965179443359
6	25	20011	[13, 11, 0, 9, 5, 8, 1, 2, 3]	0.0032358169555664062
6	1	11	[8, 5, 9, 2, 3, 6]	0.006387948989868164
6	5	11	[8, 5, 9, 2, 3, 6]	0.0030896663665771484
6	10	11	[8, 5, 9, 2, 3, 6]	0.002918243408203125
6	15	11	[8, 5, 9, 2, 3, 6]	0.004445314407348633
6	20	11	[8, 5, 9, 2, 3, 6]	0.002000570297241211
6	25	11	[8, 5, 9, 2, 3, 6]	0.002120494842529297
6	1	11	[0, 11, 13, 11, 12, 2]	0.004713296890258789
6	5	11	[0, 11, 13, 11, 12, 2]	0.0021262168884277344
6	10	20	[0, 11, 13, 0, 9, 5, 8, 1, 2]	0.003466367721557617
6	15	10017	[0, 11, 13, 0, 9, 5, 8, 1, 2]	0.007591962814331055
6	20	10010	[0, 11, 13, 11, 12, 2]	0.001811981201171875
6	25	20005	[0, 11, 13, 11, 12, 2]	0.0018002986907958984
6	1	29	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 10, 6, 3]	0.006325483322143555
6	5	29	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 10, 6, 10]	0.004525423049926758
6	10	31	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 3, 6, 10, 4, 7]	0.006472110748291016
6	15	31	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 3, 2, 12, 11, 0]	0.00618743896484375
6	20	10026	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 10, 6, 10]	0.005698680877685547
6	25	10026	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 3, 6, 10]	0.004437446594238281
6	1	3	[5, 9]	0.0014493465423583984
6	5	3	[5, 9]	0.0016529560089111328
6	10	3	[5, 9]	0.001718282699584961
6	15	3	[5, 9]	0.0008585453033447266
6	20	3	[5, 9]	0.0006194114685058594
6	25	3	[5, 9]	0.0006043910980224609
6	1	9	[8, 5, 9, 2, 3]	0.0020868778228759766
6	5	9	[8, 5, 9, 2, 3]	0.0034089088439941406
6	10	9	[8, 5, 9, 2, 3]	0.0028514862060546875
6	15	9	[8, 5, 9, 2, 3]	0.0023186206817626953
6	20	9	[8, 5, 9, 2, 3]	0.003469228744506836
6	25	9	[8, 5, 9, 2, 3]	0.002597808837890625
6	1	31	[5, 9, 2, 1, 8, 5, 8, 5, 8, 1, 2, 3, 6, 10, 4]	0.0034809112548828125
6	5	29	[5, 9, 2, 1, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.008424758911132812
6	10	29	[5, 9, 2, 3, 6, 10, 4, 7, 4, 7, 4, 10, 6, 10, 4]	0.003742694854736328
6	15	29	[5, 9, 2, 3, 6, 10, 4, 7, 4, 7, 4, 7, 4, 7, 9]	0.005136251449584961
6	20	29	[5, 9, 2, 3, 6, 10, 4, 7, 4, 7, 4, 7, 4, 10, 4]	0.004166126251220703
6	25	29	[5, 9, 2, 3, 6, 10, 4, 7, 4, 10, 6, 3, 6, 10, 4]	0.0038900375366210938
6	1	8	[13, 11, 0, 9, 5]	0.005341529846191406
6	5	8	[13, 11, 0, 9, 5]	0.0020923614501953125
6	10	8	[13, 11, 0, 9, 5]	0.002299785614013672
6	15	10005	[13, 11, 0, 9, 5]	0.003885984420776367
6	20	10005	[13, 11, 0, 9, 5]	0.00153350830078125
6	25	10019	[13, 11, 0, 9, 2, 3, 6, 10, 4, 7, 9, 5]	0.0030241012573242188
6	1	3	[5, 9]	0.0012927055358886719
6	5	3	[5, 9]	0.0011703968048095703
6	10	3	[5, 9]	0.000980377197265625
6	15	3	[5, 9]	0.000705718994140625
6	20	3	[5, 9]	0.0005726814270019531
6	25	3	[5, 9]	0.0006742477416992188
6	1	8	[6, 3, 2, 1, 8]	0.0042858123779296875
6	5	8	[6, 3, 2, 1, 8]	0.001958608627319336
6	10	10	[6, 3, 2, 1, 8]	0.0016200542449951172
6	15	10	[6, 3, 2, 1, 8]	0.002276182174682617
6	20	13	[6, 10, 4, 7, 9, 5, 8]	0.006712913513183594
6	25	20002	[6, 3, 2, 1, 8]	0.0019588470458984375
6	1	12	[1, 2, 3, 6, 10, 4, 7]	0.0036797523498535156
6	5	12	[1, 2, 3, 6, 10, 4, 7]	0.004164695739746094
6	10	14	[1, 2, 3, 6, 10, 4, 7]	0.0030074119567871094
6	15	14	[1, 2, 3, 6, 10, 4, 7]	0.003471851348876953
6	20	10009	[1, 2, 3, 6, 10, 4, 7]	0.004873514175415039
6	25	10009	[1, 2, 3, 6, 10, 4, 7]	0.0026285648345947266
6	1	11	[9, 5, 8, 1, 2, 3]	0.003739595413208008
6	5	11	[9, 5, 8, 1, 2, 3]	0.0034852027893066406
6	10	13	[9, 5, 8, 1, 2, 3]	0.0021696090698242188
6	15	13	[9, 5, 8, 1, 2, 3]	0.003046751022338867
6	20	10008	[9, 5, 8, 1, 2, 3]	0.004166364669799805
6	25	10008	[9, 5, 8, 1, 2, 3]	0.0027031898498535156
6	1	15	[3, 2, 1, 8, 5, 9, 0, 11]	0.0036683082580566406
6	5	15	[3, 2, 1, 8, 5, 9, 0, 11]	0.004185914993286133
6	10	17	[3, 2, 1, 8, 5, 9, 0, 11]	0.005386829376220703
6	15	17	[3, 2, 1, 8, 5, 9, 0, 11]	0.005155324935913086
6	20	10012	[3, 2, 1, 8, 5, 9, 0, 11]	0.0034303665161132812
6	25	20009	[3, 2, 1, 8, 5, 9, 0, 11]	0.004095792770385742
7	1	7	[3, 2, 1, 8]	0.002242565155029297
7	5	7	[3, 2, 1, 8]	0.0032656192779541016
7	10	7	[3, 2, 1, 8]	0.0026123523712158203
7	15	7	[3, 2, 1, 8]	0.0016727447509765625
7	20	7	[3, 2, 1, 8]	0.0026679039001464844
7	25	7	[3, 2, 1, 8]	0.001898050308227539
7	1	34	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 10, 6, 3]	0.004057407379150391
7	5	36	[7, 9, 2, 3, 6, 10, 4, 7, 4, 10, 4, 7, 4, 7, 4]	0.004068136215209961
7	10	35	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0, 11, 13]	0.006859779357910156
7	15	33	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 10, 6, 10, 6, 3]	0.00612187385559082
7	20	36	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 7, 9, 0]	0.006815195083618164
7	25	35	[7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 10, 6, 3]	0.006819248199462891
7	1	5	[8, 5, 9]	0.0021505355834960938
7	5	5	[8, 5, 9]	0.001081228256225586
7	10	5	[8, 5, 9]	0.0016510486602783203
7	15	5	[8, 5, 9]	0.0026254653930664062
7	20	5	[8, 5, 9]	0.001405477523803711
7	25	5	[8, 5, 9]	0.0009694099426269531
7	1	17	[7, 9, 5, 8, 1, 2, 3, 6]	0.0032324790954589844
7	5	17	[7, 9, 5, 8, 1, 2, 3, 6]	0.0056438446044921875
7	10	10	[7, 9, 2, 3, 6]	0.0022208690643310547
7	15	31	[7, 9, 5, 8, 1, 2, 12, 11, 0, 13, 11, 13, 0, 13, 11]	0.005492448806762695
7	20	18	[7, 9, 5, 8, 1, 2, 3, 6]	0.004796743392944336
7	25	18	[7, 9, 5, 8, 1, 2, 3, 6]	0.004141807556152344
7	1	9	[3, 2, 1, 8, 5]	0.004960060119628906
7	5	9	[3, 2, 1, 8, 5]	0.002905130386352539
7	10	9	[3, 2, 1, 8, 5]	0.002076864242553711
7	15	9	[3, 2, 1, 8, 5]	0.0029146671295166016
7	20	9	[3, 2, 1, 8, 5]	0.0029458999633789062
7	25	9	[3, 2, 1, 8, 5]	0.0017101764678955078
7	1	10	[7, 9, 5, 8, 1]	0.003578662872314453
7	5	10	[7, 9, 5, 8, 1]	0.003575563430786133
7	10	10	[7, 9, 5, 8, 1]	0.002119779586791992
7	15	10	[7, 9, 5, 8, 1]	0.0019512176513671875
7	20	10	[7, 9, 5, 8, 1]	0.003047466278076172
7	25	10	[7, 9, 5, 8, 1]	0.0025587081909179688
7	1	14	[12, 2, 3, 6, 10, 4, 7]	0.0032804012298583984
7	5	14	[12, 2, 3, 6, 10, 4, 7]	0.006337881088256836
7	10	15	[12, 2, 3, 6, 10, 4, 7]	0.004338741302490234
7	15	15	[12, 2, 3, 6, 10, 4, 7]	0.003294229507446289
7	20	15	[12, 2, 3, 6, 10, 4, 7]	0.0037050247192382812
7	25	33	[12, 0, 11, 13, 11, 13, 11, 12, 2, 3, 6, 10, 4, 7]	0.004103422164916992
7	1	16	[0, 11, 13, 0, 9, 5, 8, 1]	0.0057239532470703125
7	5	33	[0, 11, 13, 11, 12, 2, 3, 6, 10, 4, 7, 9, 5, 8, 1]	0.011588335037231445
7	10	16	[0, 11, 13, 0, 9, 5, 8, 1]	0.005137205123901367
7	15	16	[0, 11, 13, 0, 9, 5, 8, 1]	0.005389213562011719
7	20	34	[0, 11, 13, 11, 12, 2, 3, 6, 10, 4, 7, 9, 5, 8, 1]	0.006746768951416016
7	25	35	[0, 11, 13, 11, 12, 2, 3, 6, 10, 4, 7, 9, 5, 8, 1]	0.008776187896728516
7	1	18	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.0033638477325439453
7	5	18	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.004050731658935547
7	10	19	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.005307435989379883
7	15	19	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.0028257369995117188
7	20	19	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.0064067840576171875
7	25	19	[11, 0, 9, 5, 8, 1, 2, 3, 6]	0.0044825077056884766
7	1	4	[11, 0, 9]	0.0016090869903564453
7	5	4	[11, 0, 9]	0.0028781890869140625
7	10	4	[11, 0, 9]	0.0018568038940429688
7	15	4	[11, 0, 9]	0.001253366470336914
7	20	4	[11, 0, 9]	0.0012700557708740234
7	25	4	[11, 0, 9]	0.019016742706298828
7	1	5	[1, 2, 3]	0.018977880477905273
7	5	5	[1, 2, 3]	0.010124921798706055
7	10	6	[1, 2, 3]	0.0019631385803222656
7	15	6	[1, 2, 3]	0.002052783966064453
7	20	6	[1, 2, 3]	0.0036439895629882812
7	25	6	[1, 2, 3]	0.0019192695617675781
7	1	10	[10, 4, 7, 9, 5]	0.003885984420776367
7	5	10	[10, 4, 7, 9, 5]	0.002565145492553711
7	10	10	[10, 4, 7, 9, 5]	0.0032396316528320312
7	15	10	[10, 4, 7, 9, 5]	0.005975484848022461
7	20	10	[10, 4, 7, 9, 5]	0.0024900436401367188
7	25	10	[10, 4, 7, 9, 5]	0.0022971630096435547
7	1	7	[2, 1, 8, 5]	0.003571748733520508
7	5	16	[2, 3, 6, 10, 4, 7, 9, 5]	0.005888700485229492
7	10	17	[2, 3, 6, 10, 4, 7, 9, 5]	0.007483005523681641
7	15	17	[2, 3, 6, 10, 4, 7, 9, 5]	0.005071878433227539
7	20	17	[2, 3, 6, 10, 4, 7, 9, 5]	0.009833574295043945
7	25	17	[2, 3, 6, 10, 4, 7, 9, 5]	0.0042841434478759766
7	1	10	[9, 5, 8, 1, 2]	0.004984378814697266
7	5	10	[9, 5, 8, 1, 2]	0.002707242965698242
7	10	10	[9, 5, 8, 1, 2]	0.002835512161254883
7	15	10	[9, 5, 8, 1, 2]	0.004333972930908203
7	20	10	[9, 5, 8, 1, 2]	0.002354860305786133
7	25	10	[9, 5, 8, 1, 2]	0.002653360366821289
7	1	6	[11, 0, 9, 5]	0.003379344940185547
7	5	6	[11, 0, 9, 5]	0.0016453266143798828
7	10	6	[11, 0, 9, 5]	0.0014734268188476562
7	15	6	[11, 0, 9, 5]	0.0037124156951904297
7	20	6	[11, 0, 9, 5]	0.002590656280517578
7	25	6	[11, 0, 9, 5]	0.001729726791381836
7	1	33	[3, 2, 1, 8, 5, 9, 0, 11, 13, 11, 12, 0, 9, 7, 4]	0.007839441299438477
7	5	33	[3, 2, 1, 8, 5, 9, 0, 11, 13, 11, 12, 0, 11, 13, 0]	0.005009174346923828
7	10	31	[3, 2, 1, 8, 5, 9, 0, 11, 13, 0, 12, 11, 13, 11, 0]	0.007135152816772461
7	15	33	[3, 2, 1, 8, 5, 9, 0, 11, 13, 11, 12, 2, 9, 7, 4]	0.0068280696868896484
7	20	33	[3, 2, 1, 8, 5, 9, 0, 11, 13, 11, 12, 2, 12, 2, 9]	0.006130218505859375
7	25	31	[3, 2, 1, 8, 5, 9, 0, 11, 13, 11, 12, 11, 12, 11, 13]	0.005723237991333008
7	1	24	[5, 9, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.0068819522857666016
7	5	24	[5, 9, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.005439281463623047
7	10	38	[5, 9, 2, 3, 6, 10, 4, 7, 4, 7, 4, 7, 4, 7, 4]	0.0054492950439453125
7	15	25	[5, 9, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.0040132999420166016
7	20	36	[5, 9, 2, 3, 6, 10, 4, 7, 4, 10, 4, 7, 9, 0, 11]	0.0063321590423583984
7	25	25	[5, 9, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.005310773849487305
7	1	32	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 3, 2, 12]	0.007916688919067383
7	5	34	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0]	0.004951000213623047
7	10	36	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 7]	0.007036924362182617
7	15	29	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 3, 2, 12]	0.0048024654388427734
7	20	33	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 3, 6, 3, 6, 10]	0.005084514617919922
7	25	29	[10, 4, 7, 9, 5, 8, 1, 2, 3, 6, 3, 2, 12]	0.005920886993408203
7	1	5	[5, 9, 2]	0.0013346672058105469
7	5	5	[5, 9, 2]	0.0029006004333496094
7	10	5	[5, 9, 2]	0.003474712371826172
7	15	5	[5, 9, 2]	0.00159454345703125
7	20	5	[5, 9, 2]	0.001798868179321289
7	25	5	[5, 9, 2]	0.004264354705810547
7	1	4	[3, 2, 1]	0.0013723373413085938
